Molecule,Run,Config,Criterion,Score
L-Alanine,5,F,Total,24
L-Proline,1,A,Chemical Feasibility,9
L-Proline,1,A,Pathway Coherence,9
L-Proline,1,A,Environmental Consistency,9
L-Proline,1,A,Mechanistic Detail,9
L-Proline,1,A,Network Completeness,10
L-Proline,1,A,Prebiotic Plausibility,9
L-Proline,1,A,Novelty of Reactions,8
L-Proline,1,A,Total,63
L-Proline,1,B,Chemical Feasibility,9
L-Proline,1,B,Pathway Coherence,9
L-Proline,1,B,Environmental Consistency,9
L-Proline,1,B,Mechanistic Detail,9
L-Proline,1,B,Network Completeness,9
L-Proline,1,B,Prebiotic Plausibility,10
L-Proline,1,B,Novelty of Reactions,9
L-Proline,1,B,Total,64
L-Proline,1,C,Chemical Feasibility,7
L-Proline,1,C,Pathway Coherence,7
L-Proline,1,C,Environmental Consistency,7
L-Proline,1,C,Mechanistic Detail,6
L-Proline,1,C,Network Completeness,8
L-Proline,1,C,Prebiotic Plausibility,8
L-Proline,1,C,Novelty of Reactions,8
L-Proline,1,C,Total,51
L-Proline,1,D,Chemical Feasibility,9
L-Proline,1,D,Pathway Coherence,8
L-Proline,1,D,Environmental Consistency,7
L-Proline,1,D,Mechanistic Detail,9
L-Proline,1,D,Network Completeness,5
L-Proline,1,D,Prebiotic Plausibility,9
L-Proline,1,D,Novelty of Reactions,6
L-Proline,1,D,Total,53
L-Proline,1,E,Chemical Feasibility,8
L-Proline,1,E,Pathway Coherence,9
L-Proline,1,E,Environmental Consistency,9
L-Proline,1,E,Mechanistic Detail,8
L-Proline,1,E,Network Completeness,7
L-Proline,1,E,Prebiotic Plausibility,8
L-Proline,1,E,Novelty of Reactions,9
L-Proline,1,E,Total,58
L-Proline,1,F,Chemical Feasibility,6
L-Proline,1,F,Pathway Coherence,5
L-Proline,1,F,Environmental Consistency,2
L-Proline,1,F,Mechanistic Detail,2
L-Proline,1,F,Network Completeness,3
L-Proline,1,F,Prebiotic Plausibility,5
L-Proline,1,F,Novelty of Reactions,2
L-Proline,1,F,Total,25
L-Proline,2,A,Chemical Feasibility,9
L-Proline,2,A,Pathway Coherence,9
L-Proline,2,A,Environmental Consistency,9
L-Proline,2,A,Mechanistic Detail,8
L-Proline,2,A,Network Completeness,10
L-Proline,2,A,Prebiotic Plausibility,9
L-Proline,2,A,Novelty of Reactions,8
L-Proline,2,A,Total,62
L-Proline,2,B,Chemical Feasibility,4
L-Proline,2,B,Pathway Coherence,7
L-Proline,2,B,Environmental Consistency,8
L-Proline,2,B,Mechanistic Detail,6
L-Proline,2,B,Network Completeness,8
L-Proline,2,B,Prebiotic Plausibility,6
L-Proline,2,B,Novelty of Reactions,7
L-Proline,2,B,Total,46
L-Proline,2,C,Chemical Feasibility,7
L-Proline,2,C,Pathway Coherence,8
L-Proline,2,C,Environmental Consistency,8
L-Proline,2,C,Mechanistic Detail,5
L-Proline,2,C,Network Completeness,8
L-Proline,2,C,Prebiotic Plausibility,8
L-Proline,2,C,Novelty of Reactions,7
L-Proline,2,C,Total,51
L-Proline,2,D,Chemical Feasibility,10
L-Proline,2,D,Pathway Coherence,9
L-Proline,2,D,Environmental Consistency,9
L-Proline,2,D,Mechanistic Detail,10
L-Proline,2,D,Network Completeness,7
L-Proline,2,D,Prebiotic Plausibility,10
L-Proline,2,D,Novelty of Reactions,6
L-Proline,2,D,Total,61
L-Proline,2,E,Chemical Feasibility,3
L-Proline,2,E,Pathway Coherence,5
L-Proline,2,E,Environmental Consistency,7
L-Proline,2,E,Mechanistic Detail,4
L-Proline,2,E,Network Completeness,7
L-Proline,2,E,Prebiotic Plausibility,4
L-Proline,2,E,Novelty of Reactions,5
L-Proline,2,E,Total,35
L-Proline,2,F,Chemical Feasibility,1
L-Proline,2,F,Pathway Coherence,3
L-Proline,2,F,Environmental Consistency,2
L-Proline,2,F,Mechanistic Detail,1
L-Proline,2,F,Network Completeness,2
L-Proline,2,F,Prebiotic Plausibility,2
L-Proline,2,F,Novelty of Reactions,1
L-Proline,2,F,Total,12
L-Proline,3,A,Chemical Feasibility,9
L-Proline,3,A,Pathway Coherence,8
L-Proline,3,A,Environmental Consistency,9
L-Proline,3,A,Mechanistic Detail,9
L-Proline,3,A,Network Completeness,9
L-Proline,3,A,Prebiotic Plausibility,9
L-Proline,3,A,Novelty of Reactions,8
L-Proline,3,A,Total,61
L-Proline,3,B,Chemical Feasibility,9
L-Proline,3,B,Pathway Coherence,9
L-Proline,3,B,Environmental Consistency,9
L-Proline,3,B,Mechanistic Detail,9
L-Proline,3,B,Network Completeness,9
L-Proline,3,B,Prebiotic Plausibility,9
L-Proline,3,B,Novelty of Reactions,9
L-Proline,3,B,Total,63
L-Proline,3,C,Chemical Feasibility,7
L-Proline,3,C,Pathway Coherence,6
L-Proline,3,C,Environmental Consistency,7
L-Proline,3,C,Mechanistic Detail,6
L-Proline,3,C,Network Completeness,7
L-Proline,3,C,Prebiotic Plausibility,7
L-Proline,3,C,Novelty of Reactions,7
L-Proline,3,C,Total,47
L-Proline,3,D,Chemical Feasibility,8
L-Proline,3,D,Pathway Coherence,6
L-Proline,3,D,Environmental Consistency,5
L-Proline,3,D,Mechanistic Detail,8
L-Proline,3,D,Network Completeness,5
L-Proline,3,D,Prebiotic Plausibility,6
L-Proline,3,D,Novelty of Reactions,4
L-Proline,3,D,Total,42
L-Proline,3,E,Chemical Feasibility,8
L-Proline,3,E,Pathway Coherence,9
L-Proline,3,E,Environmental Consistency,9
L-Proline,3,E,Mechanistic Detail,9
L-Proline,3,E,Network Completeness,9
L-Proline,3,E,Prebiotic Plausibility,9
L-Proline,3,E,Novelty of Reactions,9
L-Proline,3,E,Total,62
L-Proline,3,F,Chemical Feasibility,5
L-Proline,3,F,Pathway Coherence,5
L-Proline,3,F,Environmental Consistency,2
L-Proline,3,F,Mechanistic Detail,2
L-Proline,3,F,Network Completeness,3
L-Proline,3,F,Prebiotic Plausibility,5
L-Proline,3,F,Novelty of Reactions,4
L-Proline,3,F,Total,26
L-Proline,4,A,Chemical Feasibility,8
L-Proline,4,A,Pathway Coherence,8
L-Proline,4,A,Environmental Consistency,9
L-Proline,4,A,Mechanistic Detail,7
L-Proline,4,A,Network Completeness,9
L-Proline,4,A,Prebiotic Plausibility,9
L-Proline,4,A,Novelty of Reactions,8
L-Proline,4,A,Total,58
L-Proline,4,B,Chemical Feasibility,9
L-Proline,4,B,Pathway Coherence,9
L-Proline,4,B,Environmental Consistency,9
L-Proline,4,B,Mechanistic Detail,9
L-Proline,4,B,Network Completeness,8
L-Proline,4,B,Prebiotic Plausibility,9
L-Proline,4,B,Novelty of Reactions,9
L-Proline,4,B,Total,62
L-Proline,4,C,Chemical Feasibility,5
L-Proline,4,C,Pathway Coherence,6
L-Proline,4,C,Environmental Consistency,7
L-Proline,4,C,Mechanistic Detail,5
L-Proline,4,C,Network Completeness,5
L-Proline,4,C,Prebiotic Plausibility,7
L-Proline,4,C,Novelty of Reactions,6
L-Proline,4,C,Total,41
L-Proline,4,D,Chemical Feasibility,6
L-Proline,4,D,Pathway Coherence,5
L-Proline,4,D,Environmental Consistency,7
L-Proline,4,D,Mechanistic Detail,6
L-Proline,4,D,Network Completeness,4
L-Proline,4,D,Prebiotic Plausibility,6
L-Proline,4,D,Novelty of Reactions,4
L-Proline,4,D,Total,38
L-Proline,4,E,Chemical Feasibility,9
L-Proline,4,E,Pathway Coherence,10
L-Proline,4,E,Environmental Consistency,9
L-Proline,4,E,Mechanistic Detail,9
L-Proline,4,E,Network Completeness,10
L-Proline,4,E,Prebiotic Plausibility,9
L-Proline,4,E,Novelty of Reactions,10
L-Proline,4,E,Total,66
L-Proline,4,F,Chemical Feasibility,5
L-Proline,4,F,Pathway Coherence,5
L-Proline,4,F,Environmental Consistency,3
L-Proline,4,F,Mechanistic Detail,2
L-Proline,4,F,Network Completeness,3
L-Proline,4,F,Prebiotic Plausibility,5
L-Proline,4,F,Novelty of Reactions,3
L-Proline,4,F,Total,26
L-Proline,5,A,Chemical Feasibility,8
L-Proline,5,A,Pathway Coherence,8
L-Proline,5,A,Environmental Consistency,9
L-Proline,5,A,Mechanistic Detail,8
L-Proline,5,A,Network Completeness,9
L-Proline,5,A,Prebiotic Plausibility,8
L-Proline,5,A,Novelty of Reactions,8
L-Proline,5,A,Total,58
L-Proline,5,B,Chemical Feasibility,9
L-Proline,5,B,Pathway Coherence,9
L-Proline,5,B,Environmental Consistency,9
L-Proline,5,B,Mechanistic Detail,9
L-Proline,5,B,Network Completeness,9
L-Proline,5,B,Prebiotic Plausibility,9
L-Proline,5,B,Novelty of Reactions,9
L-Proline,5,B,Total,63
L-Proline,5,C,Chemical Feasibility,7
L-Proline,5,C,Pathway Coherence,7
L-Proline,5,C,Environmental Consistency,8
L-Proline,5,C,Mechanistic Detail,6
L-Proline,5,C,Network Completeness,8
L-Proline,5,C,Prebiotic Plausibility,8
L-Proline,5,C,Novelty of Reactions,7
L-Proline,5,C,Total,51
L-Proline,5,D,Chemical Feasibility,9
L-Proline,5,D,Pathway Coherence,8
L-Proline,5,D,Environmental Consistency,8
L-Proline,5,D,Mechanistic Detail,9
L-Proline,5,D,Network Completeness,5
L-Proline,5,D,Prebiotic Plausibility,9
L-Proline,5,D,Novelty of Reactions,4
L-Proline,5,D,Total,52
L-Proline,5,E,Chemical Feasibility,5
L-Proline,5,E,Pathway Coherence,6
L-Proline,5,E,Environmental Consistency,8
L-Proline,5,E,Mechanistic Detail,6
L-Proline,5,E,Network Completeness,8
L-Proline,5,E,Prebiotic Plausibility,6
L-Proline,5,E,Novelty of Reactions,7
L-Proline,5,E,Total,46
L-Proline,5,F,Chemical Feasibility,5
L-Proline,5,F,Pathway Coherence,4
L-Proline,5,F,Environmental Consistency,3
L-Proline,5,F,Mechanistic Detail,2
L-Proline,5,F,Network Completeness,2
L-Proline,5,F,Prebiotic Plausibility,5
L-Proline,5,F,Novelty of Reactions,4
L-Proline,5,F,Total,25
Leucine,1,A,Chemical Feasibility,4
Leucine,1,A,Pathway Coherence,5
Leucine,1,A,Environmental Consistency,8
Leucine,1,A,Mechanistic Detail,4
Leucine,1,A,Network Completeness,6
Leucine,1,A,Prebiotic Plausibility,7
Leucine,1,A,Novelty of Reactions,8
Leucine,1,A,Total,42
Leucine,2,A,Chemical Feasibility,7
Leucine,2,A,Pathway Coherence,8
Leucine,2,A,Environmental Consistency,8
Leucine,2,A,Mechanistic Detail,6
Leucine,2,A,Network Completeness,8
Leucine,2,A,Prebiotic Plausibility,9
Leucine,2,A,Novelty of Reactions,8
Leucine,2,A,Total,54
Leucine,3,A,Chemical Feasibility,7
Leucine,3,A,Pathway Coherence,8
Leucine,3,A,Environmental Consistency,9
Leucine,3,A,Mechanistic Detail,7
Leucine,3,A,Network Completeness,8
Leucine,3,A,Prebiotic Plausibility,9
Leucine,3,A,Novelty of Reactions,9
Leucine,3,A,Total,57
Leucine,4,A,Chemical Feasibility,8
Leucine,4,A,Pathway Coherence,9
Leucine,4,A,Environmental Consistency,9
Leucine,4,A,Mechanistic Detail,8
Leucine,4,A,Network Completeness,9
Leucine,4,A,Prebiotic Plausibility,9
Leucine,4,A,Novelty of Reactions,9
Leucine,4,A,Total,61
Leucine,5,A,Chemical Feasibility,7
Leucine,5,A,Pathway Coherence,8
Leucine,5,A,Environmental Consistency,9
Leucine,5,A,Mechanistic Detail,8
Leucine,5,A,Network Completeness,9
Leucine,5,A,Prebiotic Plausibility,8
Leucine,5,A,Novelty of Reactions,9
Leucine,5,A,Total,58
Lysine,1,A,Chemical Feasibility,6
Lysine,1,A,Pathway Coherence,5
Lysine,1,A,Environmental Consistency,8
Lysine,1,A,Mechanistic Detail,3
Lysine,1,A,Network Completeness,9
Lysine,1,A,Prebiotic Plausibility,10
Lysine,1,A,Novelty of Reactions,4
Lysine,1,A,Total,45
Lysine,2,A,Chemical Feasibility,8
Lysine,2,A,Pathway Coherence,8
Lysine,2,A,Environmental Consistency,9
Lysine,2,A,Mechanistic Detail,7
Lysine,2,A,Network Completeness,9
Lysine,2,A,Prebiotic Plausibility,10
Lysine,2,A,Novelty of Reactions,7
Lysine,2,A,Total,58
Lysine,3,A,Chemical Feasibility,3
Lysine,3,A,Pathway Coherence,6
Lysine,3,A,Environmental Consistency,7
Lysine,3,A,Mechanistic Detail,3
Lysine,3,A,Network Completeness,8
Lysine,3,A,Prebiotic Plausibility,9
Lysine,3,A,Novelty of Reactions,8
Lysine,3,A,Total,44
Lysine,4,A,Chemical Feasibility,6
Lysine,4,A,Pathway Coherence,5
Lysine,4,A,Environmental Consistency,7
Lysine,4,A,Mechanistic Detail,4
Lysine,4,A,Network Completeness,8
Lysine,4,A,Prebiotic Plausibility,10
Lysine,4,A,Novelty of Reactions,8
Lysine,4,A,Total,48
Lysine,5,A,Chemical Feasibility,6
Lysine,5,A,Pathway Coherence,8
Lysine,5,A,Environmental Consistency,9
Lysine,5,A,Mechanistic Detail,5
Lysine,5,A,Network Completeness,9
Lysine,5,A,Prebiotic Plausibility,10
Lysine,5,A,Novelty of Reactions,8
Lysine,5,A,Total,55
Methionine,1,A,Chemical Feasibility,9
Methionine,1,A,Pathway Coherence,10
Methionine,1,A,Environmental Consistency,9
Methionine,1,A,Mechanistic Detail,10
Methionine,1,A,Network Completeness,9
Methionine,1,A,Prebiotic Plausibility,10
Methionine,1,A,Novelty of Reactions,8
Methionine,1,A,Total,65
Methionine,2,A,Chemical Feasibility,9
Methionine,2,A,Pathway Coherence,10
Methionine,2,A,Environmental Consistency,9
Methionine,2,A,Mechanistic Detail,9
Methionine,2,A,Network Completeness,10
Methionine,2,A,Prebiotic Plausibility,10
Methionine,2,A,Novelty of Reactions,7
Methionine,2,A,Total,64
Methionine,3,A,Chemical Feasibility,9
Methionine,3,A,Pathway Coherence,10
Methionine,3,A,Environmental Consistency,9
Methionine,3,A,Mechanistic Detail,8
Methionine,3,A,Network Completeness,9
Methionine,3,A,Prebiotic Plausibility,10
Methionine,3,A,Novelty of Reactions,8
Methionine,3,A,Total,63
Methionine,4,A,Chemical Feasibility,9
Methionine,4,A,Pathway Coherence,10
Methionine,4,A,Environmental Consistency,9
Methionine,4,A,Mechanistic Detail,9
Methionine,4,A,Network Completeness,10
Methionine,4,A,Prebiotic Plausibility,10
Methionine,4,A,Novelty of Reactions,8
Methionine,4,A,Total,65
Methionine,5,A,Chemical Feasibility,10
Methionine,5,A,Pathway Coherence,10
Methionine,5,A,Environmental Consistency,9
Methionine,5,A,Mechanistic Detail,9
Methionine,5,A,Network Completeness,10
Methionine,5,A,Prebiotic Plausibility,10
Methionine,5,A,Novelty of Reactions,8
Methionine,5,A,Total,66
Phenylalanine,1,A,Chemical Feasibility,6
Phenylalanine,1,A,Pathway Coherence,8
Phenylalanine,1,A,Environmental Consistency,5
Phenylalanine,1,A,Mechanistic Detail,7
Phenylalanine,1,A,Network Completeness,7
Phenylalanine,1,A,Prebiotic Plausibility,7
Phenylalanine,1,A,Novelty of Reactions,9
Phenylalanine,1,A,Total,49
Phenylalanine,2,A,Chemical Feasibility,4
Phenylalanine,2,A,Pathway Coherence,8
Phenylalanine,2,A,Environmental Consistency,7
Phenylalanine,2,A,Mechanistic Detail,5
Phenylalanine,2,A,Network Completeness,7
Phenylalanine,2,A,Prebiotic Plausibility,6
Phenylalanine,2,A,Novelty of Reactions,9
Phenylalanine,2,A,Total,46
Phenylalanine,3,A,Chemical Feasibility,7
Phenylalanine,3,A,Pathway Coherence,8
Phenylalanine,3,A,Environmental Consistency,6
Phenylalanine,3,A,Mechanistic Detail,7
Phenylalanine,3,A,Network Completeness,9
Phenylalanine,3,A,Prebiotic Plausibility,8
Phenylalanine,3,A,Novelty of Reactions,9
Phenylalanine,3,A,Total,54
Phenylalanine,4,A,Chemical Feasibility,6
Phenylalanine,4,A,Pathway Coherence,8
Phenylalanine,4,A,Environmental Consistency,7
Phenylalanine,4,A,Mechanistic Detail,7
Phenylalanine,4,A,Network Completeness,9
Phenylalanine,4,A,Prebiotic Plausibility,8
Phenylalanine,4,A,Novelty of Reactions,8
Phenylalanine,4,A,Total,53
Phenylalanine,5,A,Chemical Feasibility,4
Phenylalanine,5,A,Pathway Coherence,6
Phenylalanine,5,A,Environmental Consistency,7
Phenylalanine,5,A,Mechanistic Detail,6
Phenylalanine,5,A,Network Completeness,5
Phenylalanine,5,A,Prebiotic Plausibility,7
Phenylalanine,5,A,Novelty of Reactions,8
Phenylalanine,5,A,Total,43
Serine,1,A,Chemical Feasibility,9
Serine,1,A,Pathway Coherence,9
Serine,1,A,Environmental Consistency,9
Serine,1,A,Mechanistic Detail,9
Serine,1,A,Network Completeness,10
Serine,1,A,Prebiotic Plausibility,9
Serine,1,A,Novelty of Reactions,9
Serine,1,A,Total,64
Serine,1,B,Chemical Feasibility,9
Serine,1,B,Pathway Coherence,9
Serine,1,B,Environmental Consistency,8
Serine,1,B,Mechanistic Detail,8
Serine,1,B,Network Completeness,9
Serine,1,B,Prebiotic Plausibility,9
Serine,1,B,Novelty of Reactions,8
Serine,1,B,Total,60
Serine,1,C,Chemical Feasibility,10
Serine,1,C,Pathway Coherence,9
Serine,1,C,Environmental Consistency,10
Serine,1,C,Mechanistic Detail,10
Serine,1,C,Network Completeness,9
Serine,1,C,Prebiotic Plausibility,10
Serine,1,C,Novelty of Reactions,9
Serine,1,C,Total,67
Serine,1,D,Chemical Feasibility,9
Serine,1,D,Pathway Coherence,10
Serine,1,D,Environmental Consistency,9
Serine,1,D,Mechanistic Detail,9
Serine,1,D,Network Completeness,9
Serine,1,D,Prebiotic Plausibility,9
Serine,1,D,Novelty of Reactions,10
Serine,1,D,Total,65
Serine,1,E,Chemical Feasibility,7
Serine,1,E,Pathway Coherence,7
Serine,1,E,Environmental Consistency,8
Serine,1,E,Mechanistic Detail,6
Serine,1,E,Network Completeness,7
Serine,1,E,Prebiotic Plausibility,7
Serine,1,E,Novelty of Reactions,7
Serine,1,E,Total,49
Serine,1,F,Chemical Feasibility,3
Serine,1,F,Pathway Coherence,3
Serine,1,F,Environmental Consistency,1
Serine,1,F,Mechanistic Detail,2
Serine,1,F,Network Completeness,2
Serine,1,F,Prebiotic Plausibility,4
Serine,1,F,Novelty of Reactions,3
Serine,1,F,Total,18
Serine,2,A,Chemical Feasibility,9
Serine,2,A,Pathway Coherence,9
Serine,2,A,Environmental Consistency,9
Serine,2,A,Mechanistic Detail,9
Serine,2,A,Network Completeness,9
Serine,2,A,Prebiotic Plausibility,9
Serine,2,A,Novelty of Reactions,9
Serine,2,A,Total,63
Serine,2,B,Chemical Feasibility,4
Serine,2,B,Pathway Coherence,5
Serine,2,B,Environmental Consistency,8
Serine,2,B,Mechanistic Detail,6
Serine,2,B,Network Completeness,7
Serine,2,B,Prebiotic Plausibility,6
Serine,2,B,Novelty of Reactions,7
Serine,2,B,Total,43
Serine,2,C,Chemical Feasibility,9
Serine,2,C,Pathway Coherence,9
Serine,2,C,Environmental Consistency,9
Serine,2,C,Mechanistic Detail,9
Serine,2,C,Network Completeness,8
Serine,2,C,Prebiotic Plausibility,9
Serine,2,C,Novelty of Reactions,9
Serine,2,C,Total,62
Serine,2,D,Chemical Feasibility,9
Serine,2,D,Pathway Coherence,10
Serine,2,D,Environmental Consistency,9
Serine,2,D,Mechanistic Detail,9
Serine,2,D,Network Completeness,10
Serine,2,D,Prebiotic Plausibility,9
Serine,2,D,Novelty of Reactions,9
Serine,2,D,Total,65
Serine,2,E,Chemical Feasibility,8
Serine,2,E,Pathway Coherence,8
Serine,2,E,Environmental Consistency,8
Serine,2,E,Mechanistic Detail,7
Serine,2,E,Network Completeness,7
Serine,2,E,Prebiotic Plausibility,8
Serine,2,E,Novelty of Reactions,7
Serine,2,E,Total,53
Serine,2,F,Chemical Feasibility,3
Serine,2,F,Pathway Coherence,4
Serine,2,F,Environmental Consistency,2
Serine,2,F,Mechanistic Detail,2
Serine,2,F,Network Completeness,3
Serine,2,F,Prebiotic Plausibility,3
Serine,2,F,Novelty of Reactions,3
Serine,2,F,Total,20
Serine,3,A,Chemical Feasibility,8
Serine,3,A,Pathway Coherence,9
Serine,3,A,Environmental Consistency,8
Serine,3,A,Mechanistic Detail,8
Serine,3,A,Network Completeness,9
Serine,3,A,Prebiotic Plausibility,9
Serine,3,A,Novelty of Reactions,8
Serine,3,A,Total,59
Serine,3,B,Chemical Feasibility,3
Serine,3,B,Pathway Coherence,6
Serine,3,B,Environmental Consistency,8
Serine,3,B,Mechanistic Detail,6
Serine,3,B,Network Completeness,7
Serine,3,B,Prebiotic Plausibility,5
Serine,3,B,Novelty of Reactions,7
Serine,3,B,Total,42
Serine,3,C,Chemical Feasibility,9
Serine,3,C,Pathway Coherence,9
Serine,3,C,Environmental Consistency,9
Serine,3,C,Mechanistic Detail,9
Serine,3,C,Network Completeness,8
Serine,3,C,Prebiotic Plausibility,9
Serine,3,C,Novelty of Reactions,9
Serine,3,C,Total,62
Serine,3,D,Chemical Feasibility,9
Serine,3,D,Pathway Coherence,9
Serine,3,D,Environmental Consistency,9
Serine,3,D,Mechanistic Detail,9
Serine,3,D,Network Completeness,10
Serine,3,D,Prebiotic Plausibility,9
Serine,3,D,Novelty of Reactions,9
Serine,3,D,Total,64
Serine,3,E,Chemical Feasibility,7
Serine,3,E,Pathway Coherence,7
Serine,3,E,Environmental Consistency,7
Serine,3,E,Mechanistic Detail,6
Serine,3,E,Network Completeness,6
Serine,3,E,Prebiotic Plausibility,7
Serine,3,E,Novelty of Reactions,5
Serine,3,E,Total,45
Serine,3,F,Chemical Feasibility,4
Serine,3,F,Pathway Coherence,5
Serine,3,F,Environmental Consistency,2
Serine,3,F,Mechanistic Detail,3
Serine,3,F,Network Completeness,2
Serine,3,F,Prebiotic Plausibility,4
Serine,3,F,Novelty of Reactions,3
Serine,3,F,Total,23
Serine,4,A,Chemical Feasibility,9
Serine,4,A,Pathway Coherence,9
Serine,4,A,Environmental Consistency,9
Serine,4,A,Mechanistic Detail,9
Serine,4,A,Network Completeness,9
Serine,4,A,Prebiotic Plausibility,9
Serine,4,A,Novelty of Reactions,8
Serine,4,A,Total,62
Serine,4,B,Chemical Feasibility,9
Serine,4,B,Pathway Coherence,9
Serine,4,B,Environmental Consistency,9
Serine,4,B,Mechanistic Detail,10
Serine,4,B,Network Completeness,9
Serine,4,B,Prebiotic Plausibility,10
Serine,4,B,Novelty of Reactions,9
Serine,4,B,Total,65
Serine,4,C,Chemical Feasibility,9
Serine,4,C,Pathway Coherence,9
Serine,4,C,Environmental Consistency,10
Serine,4,C,Mechanistic Detail,9
Serine,4,C,Network Completeness,9
Serine,4,C,Prebiotic Plausibility,9
Serine,4,C,Novelty of Reactions,9
Serine,4,C,Total,64
Serine,4,D,Chemical Feasibility,10
Serine,4,D,Pathway Coherence,10
Serine,4,D,Environmental Consistency,9
Serine,4,D,Mechanistic Detail,10
Serine,4,D,Network Completeness,10
Serine,4,D,Prebiotic Plausibility,10
Serine,4,D,Novelty of Reactions,10
Serine,4,D,Total,69
Serine,4,E,Chemical Feasibility,8
Serine,4,E,Pathway Coherence,8
Serine,4,E,Environmental Consistency,8
Serine,4,E,Mechanistic Detail,7
Serine,4,E,Network Completeness,8
Serine,4,E,Prebiotic Plausibility,8
Serine,4,E,Novelty of Reactions,6
Serine,4,E,Total,53
Serine,4,F,Chemical Feasibility,5
Serine,4,F,Pathway Coherence,4
Serine,4,F,Environmental Consistency,3
Serine,4,F,Mechanistic Detail,2
Serine,4,F,Network Completeness,3
Serine,4,F,Prebiotic Plausibility,4
Serine,4,F,Novelty of Reactions,2
Serine,4,F,Total,23
Serine,5,A,Chemical Feasibility,9
Serine,5,A,Pathway Coherence,9
Serine,5,A,Environmental Consistency,9
Serine,5,A,Mechanistic Detail,8
Serine,5,A,Network Completeness,9
Serine,5,A,Prebiotic Plausibility,9
Serine,5,A,Novelty of Reactions,8
Serine,5,A,Total,61
Serine,5,B,Chemical Feasibility,9
Serine,5,B,Pathway Coherence,9
Serine,5,B,Environmental Consistency,9
Serine,5,B,Mechanistic Detail,9
Serine,5,B,Network Completeness,9
Serine,5,B,Prebiotic Plausibility,10
Serine,5,B,Novelty of Reactions,9
Serine,5,B,Total,64
Serine,5,C,Chemical Feasibility,9
Serine,5,C,Pathway Coherence,9
Serine,5,C,Environmental Consistency,9
Serine,5,C,Mechanistic Detail,8
Serine,5,C,Network Completeness,8
Serine,5,C,Prebiotic Plausibility,9
Serine,5,C,Novelty of Reactions,9
Serine,5,C,Total,61
Serine,5,D,Chemical Feasibility,9
Serine,5,D,Pathway Coherence,10
Serine,5,D,Environmental Consistency,9
Serine,5,D,Mechanistic Detail,9
Serine,5,D,Network Completeness,10
Serine,5,D,Prebiotic Plausibility,9
Serine,5,D,Novelty of Reactions,10
Serine,5,D,Total,66
Serine,5,E,Chemical Feasibility,7
Serine,5,E,Pathway Coherence,7
Serine,5,E,Environmental Consistency,8
Serine,5,E,Mechanistic Detail,6
Serine,5,E,Network Completeness,6
Serine,5,E,Prebiotic Plausibility,7
Serine,5,E,Novelty of Reactions,5
Serine,5,E,Total,46
Serine,5,F,Chemical Feasibility,4
Serine,5,F,Pathway Coherence,4
Serine,5,F,Environmental Consistency,2
Serine,5,F,Mechanistic Detail,2
Serine,5,F,Network Completeness,2
Serine,5,F,Prebiotic Plausibility,3
Serine,5,F,Novelty of Reactions,1
Serine,5,F,Total,18
Threonine,1,A,Chemical Feasibility,9
Threonine,1,A,Pathway Coherence,9
Threonine,1,A,Environmental Consistency,9
Threonine,1,A,Mechanistic Detail,9
Threonine,1,A,Network Completeness,10
Threonine,1,A,Prebiotic Plausibility,9
Threonine,1,A,Novelty of Reactions,8
Threonine,1,A,Total,63
Threonine,1,B,Chemical Feasibility,8
Threonine,1,B,Pathway Coherence,8
Threonine,1,B,Environmental Consistency,8
Threonine,1,B,Mechanistic Detail,8
Threonine,1,B,Network Completeness,8
Threonine,1,B,Prebiotic Plausibility,8
Threonine,1,B,Novelty of Reactions,9
Threonine,1,B,Total,57
Threonine,1,C,Chemical Feasibility,8
Threonine,1,C,Pathway Coherence,8
Threonine,1,C,Environmental Consistency,8
Threonine,1,C,Mechanistic Detail,8
Threonine,1,C,Network Completeness,8
Threonine,1,C,Prebiotic Plausibility,8
Threonine,1,C,Novelty of Reactions,7
Threonine,1,C,Total,55
Threonine,1,D,Chemical Feasibility,9
Threonine,1,D,Pathway Coherence,9
Threonine,1,D,Environmental Consistency,9
Threonine,1,D,Mechanistic Detail,8
Threonine,1,D,Network Completeness,8
Threonine,1,D,Prebiotic Plausibility,9
Threonine,1,D,Novelty of Reactions,8
Threonine,1,D,Total,60
Threonine,1,E,Chemical Feasibility,8
Threonine,1,E,Pathway Coherence,9
Threonine,1,E,Environmental Consistency,8
Threonine,1,E,Mechanistic Detail,9
Threonine,1,E,Network Completeness,9
Threonine,1,E,Prebiotic Plausibility,9
Threonine,1,E,Novelty of Reactions,10
Threonine,1,E,Total,62
Threonine,1,F,Chemical Feasibility,6
Threonine,1,F,Pathway Coherence,5
Threonine,1,F,Environmental Consistency,2
Threonine,1,F,Mechanistic Detail,3
Threonine,1,F,Network Completeness,3
Threonine,1,F,Prebiotic Plausibility,5
Threonine,1,F,Novelty of Reactions,4
Threonine,1,F,Total,28
Threonine,2,A,Chemical Feasibility,8
Threonine,2,A,Pathway Coherence,9
Threonine,2,A,Environmental Consistency,9
Threonine,2,A,Mechanistic Detail,9
Threonine,2,A,Network Completeness,9
Threonine,2,A,Prebiotic Plausibility,9
Threonine,2,A,Novelty of Reactions,8
Threonine,2,A,Total,61
Threonine,2,B,Chemical Feasibility,6
Threonine,2,B,Pathway Coherence,7
Threonine,2,B,Environmental Consistency,8
Threonine,2,B,Mechanistic Detail,7
